strain	accession	date	country
A/Illinois/01/2011	KC882820	2011-01-04	USA
A/Illinois/02/2012	KC892866	2012-02-21	USA
A/Illinois/03/2011	KC883070	2011-01-22	USA
A/Illinois/05/2010	KC882804	2010-12-21	USA
A/Illinois/14/2008	FJ549055	2008-02-19	USA
A/Illinois/NHRC0001/1999	CY090893	1999-11-01	USA
A/Illinois/NHRC0001/2002	CY090917	2002-02-13	USA
A/Illinois/NHRC0001/2003	CY092201	2003-10-28	USA
A/Illinois/NHRC0001/2004	CY092108	2004-01-20	USA
A/Illinois/NHRC0001/2005	CY091005	2005-04-06	USA
A/Illinois/NHRC0001/2006	CY091045	2006-02-15	USA
A/Illinois/NHRC0002/2005	CY091029	2005-12-23	USA
A/Illinois/NHRC0002/2006	CY091085	2006-04-06	USA
A/Illinois/NHRC0002/2011	CY091573	2011-01-19	USA
A/Illinois/UR06_0030/2007	CY026027	2007-01-15	USA
A/Illinois/UR06_0036/2007	CY026019	2007-01-15	USA
A/Illinois/UR06_0334/2007	CY025477	2007-02-19	USA
A/Illinois/UR06_0402/2007	CY027715	2007-02-24	USA
A/Illinois/UR06_0436/2007	CY025899	2007-02-27	USA
A/Illinois/UR06_0478/2007	CY025707	2007-03-01	USA
A/Illinois/UR06_0528/2007	CY026747	2007-03-06	USA
A/Illinois/UR06_0546/2007	CY027587	2007-03-06	USA
A/Illinois/UR06_0555/2007	CY026259	2007-03-07	USA
A/Illinois/UR06_0567/2007	CY025277	2007-03-09	USA
A/Illinois/UR06_0600/2007	CY030197	2007-03-14	USA
A/Indiana/01/2007	EU199267	2007-01-23	USA
A/Indiana/01/2011	KC882979	2011-01-15	USA
A/Indiana/01/2012	KC892172	2012-02-01	USA
A/Indiana/02/2007	EU199268	2007-02-01	USA
A/Indiana/02/2008	EU779500	2008-01-17	USA
A/Indiana/02/2009	GQ385884	2009-01-19	USA
A/Indiana/03/2008	EU779502	2008-01-22	USA
A/Indiana/03/2011	KC883364	2011-02-17	USA
A/Indiana/03/2012	KC892184	2012-04-03	USA
A/Indiana/04/2010	KC882669	2010-09-02	USA
A/Indiana/04/2012	KC892186	2012-03-26	USA
A/Indiana/05/2008	EU885507	2008-02-20	USA
A/Indiana/06/2011	KC883022	2011-03-12	USA
A/Indiana/07/2010	KC882709	2010-12-13	USA
A/Indiana/08/2010	KC883234	2010-12-19	USA
A/Indiana/09/2011	KC892992	2011-10-03	USA
A/Indiana/10/2009	GQ385869	2009-04-15	USA
A/Indiana/11/2011	KC892429	2011-11-29	USA
A/Indiana/13/2011	KC892766	2011-12-08	USA
A/Iowa/01/2008	EU852007	2008-03-21	USA
A/Iowa/01/2012	KC892799	2012-01-03	USA
A/Iowa/02/2008	EU852009	2008-03-23	USA
A/Iowa/02/2011	KC882965	2011-02-18	USA
A/Iowa/03/2009	GQ385846	2009-01-02	USA
A/Iowa/03/2011	KC882968	2011-02-19	USA
A/Iowa/05/2011	KC883131	2011-04-01	USA
A/Iowa/06/2011	KC883446	2011-08-13	USA
A/Iowa/06/2012	KC892373	2012-02-16	USA
A/Iowa/07/2010	KC535427	2010-07-12	USA
A/Iowa/07/2012	KC892578	2012-03-05	USA
A/Iowa/10/2011	KC892257	2011-11-05	USA
A/Iowa/10/2012	KC892218	2012-04-14	USA
A/Iowa/11/2011	KC892400	2011-11-17	USA
A/Iowa/14/2011	KC892955	2011-12-17	USA
A/Iowa/19/2010	KC882860	2010-12-30	USA
A/Iraq/WRAIR1244P/2009	CY093271	2009-02-01	Iraq
A/Iraq/WRAIR1252P/2009	CY093303	2009-02-01	Iraq
A/Japan/3004/2012	CY120889	2012-03-30	Japan
A/Japan/WRAIR1037P/2009	CY069317	2009-01-09	Japan
A/Japan/WRAIR1059P/2008	CY069357	2008-05-11	Japan
A/Japan/WRAIR1140P/2009	CY069429	2009-02-09	Japan
A/Johannesburg/10/1997	CY112853	1997-07-01	South Africa
A/Jordan/N05371/2009	CY062348	2009-01-01	Jordan
A/Kaliningrad/RII02/2012	JX978740	2012-03-07	Russia
A/Kaliningrad/RII09/2012	KC488843	2012-03-28	Russia
A/Kaliningrad/RII10/2012	KC488827	2012-04-05	Russia
A/Kaliningrad/RII15/2012	KC488826	2012-04-23	Russia
A/Kansas/01/2011	KC882930	2011-01-07	USA
A/Kansas/01/2012	KC893034	2012-01-11	USA
A/Kansas/03/2011	KC883345	2011-01-21	USA
A/Kansas/03/2012	KC892300	2012-02-01	USA
A/Kansas/04/2009	GQ895044	2009-05-01	USA
A/Kansas/04/2011	KC882971	2011-02-01	USA
A/Kansas/05/2011	KC882974	2011-02-14	USA
A/Kansas/05/2012	KC892450	2012-03-01	USA
A/Kansas/06/2010	KC535422	2010-05-11	USA
A/Kansas/07/2009	KC535324	2009-05-09	USA
A/Kansas/08/2011	KC883424	2011-03-29	USA
A/Kansas/09/2010	KC882829	2010-10-21	USA
A/Kansas/10/2010	KC882896	2010-12-26	USA
A/Kansas/11/2011	KC892621	2011-12-11	USA
A/Kansas/UR07_0007/2008	CY037487	2008-02-12	USA
A/Kansas/UR07_0047/2008	CY037807	2008-02-19	USA
A/Kansas/UR07_0096/2008	CY038847	2008-02-26	USA
A/Kansas/UR07_0110/2008	CY037599	2008-02-28	USA
A/Kansas/UR07_0129/2008	CY037839	2008-03-05	USA
A/Kansas/UR07_0135/2008	CY036991	2008-03-05	USA
A/Kansas/UR07_0136/2008	CY037847	2008-03-05	USA
A/Kansas/UR07_0137/2008	CY037615	2008-03-05	USA
A/Kentucky/01/2008	FJ532068	2008-09-13	USA
A/Kentucky/02/2011	KC882630	2011-01-18	USA
A/Kentucky/02/2012	KC892339	2012-02-03	USA
A/Kentucky/03/2011	KC883383	2011-03-09	USA
A/Kentucky/04/2012	KC892468	2012-02-15	USA
A/Kentucky/05/2012	KC892918	2012-03-06	USA
A/Kentucky/06/2012	KC892159	2012-04-02	USA
A/Kentucky/12/2010	KC882695	2010-11-09	USA
A/Kentucky/15/2010	KC882506	2010-12-15	USA
A/Kentucky/21/2009	KC535378	2009-09-22	USA
A/Kentucky/UR06_0044/2007	CY028443	2007-01-17	USA
A/Kentucky/UR06_0158/2007	CY026883	2007-02-05	USA
A/Kentucky/UR06_0370/2007	CY025907	2007-02-21	USA
A/Kentucky/UR06_0571/2007	CY031555	2007-03-12	USA
A/Kentucky/UR07_0015/2008	CY037671	2008-02-14	USA
A/Kentucky/UR07_0028/2008	CY037791	2008-02-15	USA
A/Kentucky/UR07_0037/2008	CY037527	2008-02-18	USA
A/Kentucky/UR07_0038/2008	CY039423	2008-02-18	USA
A/Kentucky/UR07_0041/2008	CY037535	2008-02-18	USA
A/Kentucky/UR07_0049/2008	CY037815	2008-02-19	USA
A/Kentucky/UR07_0068/2008	CY037559	2008-02-21	USA
A/Kentucky/UR07_0069/2008	CY038823	2008-02-21	USA
A/Kentucky/UR07_0072/2008	CY037703	2008-02-21	USA
A/Kentucky/UR07_0081/2008	CY037567	2008-02-25	USA
A/Kentucky/UR07_0082/2008	CY037871	2008-02-25	USA
A/Kentucky/UR07_0083/2008	CY037879	2008-02-25	USA
A/Kentucky/UR07_0085/2008	CY037823	2008-02-25	USA
A/Kentucky/UR07_0107/2008	CY037583	2008-02-27	USA
A/Kentucky/UR07_0109/2008	CY037735	2008-02-27	USA
A/Kentucky/UR07_0116/2008	CY039431	2008-03-03	USA
A/Kentucky/UR07_0124/2008	CY037831	2008-03-04	USA
A/Kentucky/UR07_0148/2008	CY038855	2008-03-10	USA
A/Kentucky/UR07_0149/2008	CY038863	2008-03-10	USA
A/Kentucky/UR07_0162/2008	CY037639	2008-03-19	USA
A/Kentucky/UR07_0164/2008	CY037647	2008-03-20	USA
A/Kenya/078/2010	JQ396181	2010-07-12	Kenya
A/Kenya/091/2010	JQ396183	2010-08-03	Kenya
A/Kenya/095/2010	JQ396184	2010-04-22	Kenya
A/Kenya/096/2010	JQ396185	2010-04-22	Kenya
A/Kenya/80/2010	JQ396182	2010-07-16	Kenya
A/KhanhHoa/KH363/2008	CY105854	2008-09-23	Viet Nam
A/KhanhHoa/KH466/2008	CY104630	2008-12-03	Viet Nam
A/KhanhHoa/KH474/2008	CY105862	2008-12-10	Viet Nam
A/KhanhHoa/KH475/2008	CY105870	2008-12-10	Viet Nam
A/KhanhHoa/KH488/2008	CY104638	2008-12-18	Viet Nam
A/KhanhHoa/KH494/2008	CY104646	2008-12-22	Viet Nam
A/Korea/AF05/2008	CY037319	2008-02-19	South Korea
A/Korea/WRAIR1038P/2009	CY069325	2009-04-09	South Korea
A/Krasnoyarsk/10/2012	KC135510	2012-02-09	Russia
A/Kuwait/AF03/2008	CY037311	2008-02-02	Kuwait
A/Kuwait/WRAIR1143P/2009	CY069445	2009-01-01	Kuwait
A/Kuwait/WRAIR1561P/2009	CY093351	2009-01-01	Kuwait
A/Kyrgyzstan/WRAIR1121P/2008	CY069405	2008-12-08	Kyrgyzstan
A/Kyrgyzstan/WRAIR1255P/2008	CY093311	2008-12-01	Kyrgyzstan
A/Kyrgyzstan/WRAIR1256P/2008	CY093319	2008-12-01	Kyrgyzstan
A/LangSon/LS156/2007	CY104380	2007-05-29	Viet Nam
A/LangSon/LS218/2007	CY105566	2007-07-24	Viet Nam
A/LangSon/LS281/2007	CY105574	2007-09-13	Viet Nam
A/Lipezk/225/2009	JQ988048	2009-02-09	Russia
A/Louisiana/01/2008	EU716462	2008-01-02	USA
A/Louisiana/01/2011	KC883333	2011-01-12	USA
A/Louisiana/02/2011	KC883077	2011-02-17	USA
A/Louisiana/04/2008	EU851993	2008-01-13	USA
A/Louisiana/04/2010	KC883297	2010-10-07	USA
A/Louisiana/04/2011	KC883080	2011-03-15	USA
A/Louisiana/05/2008	EU851995	2008-01-12	USA
A/Louisiana/05/2010	KC882739	2010-12-07	USA
A/Louisiana/06/2008	EU885497	2008-01-10	USA
A/Louisiana/06/2010	KC883299	2010-12-29	USA
A/Louisiana/06/2011	KC883176	2011-08-16	USA
A/Lyon/1781/1996	CY114277	1996-10-26	France
A/Lyon/1803/1993	CY112548	1993-11-27	France
A/Lyon/1815/1993	CY113989	1993-11-30	France
A/Lyon/22686/1993	CY112556	1993-12-02	France
A/Lyon/2279/1995	CY114213	1995-11-20	France
A/Lyon/23602/1993	CY113997	1993-12-14	France
A/Lyon/672/1993	CY113981	1993-02-22	France
A/Maine/02/2011	KC882536	2011-01-03	USA
A/Maine/02/2012	KC892294	2012-02-03	USA
A/Maine/04/2012	KC892492	2012-03-02	USA
A/Maine/05/2011	KC882526	2011-02-03	USA
A/Maine/05/2012	KC893164	2012-04-03	USA
A/Malaysia/07145/1995	CY118418	1995-07-03	Malaysia
A/Malaysia/07831/1995	CY118426	1995-09-27	Malaysia
A/Malaysia/07832/1995	CY118434	1995-09-27	Malaysia
A/Malaysia/10081/1996	CY117698	1996-05-24	Malaysia
A/Malaysia/10111/1996	CY118442	1996-06-19	Malaysia
A/Malaysia/10135/1996	CY117706	1996-05-30	Malaysia
A/Malaysia/10360/1996	CY118450	1996-07-02	Malaysia
A/Malaysia/10370/1996	CY118458	1996-07-03	Malaysia
A/Malaysia/10675/1998	CY117714	1998-12-28	Malaysia
A/Malaysia/10717/1999	CY118474	1999-01-06	Malaysia
A/Malaysia/10759/1999	CY118634	1999-01-22	Malaysia
A/Malaysia/10807/1999	CY118466	1999-01-23	Malaysia
A/Malaysia/10816/1999	CY117721	1999-01-25	Malaysia
A/Malaysia/10877/1999	CY118482	1999-02-02	Malaysia
A/Malaysia/10879/1999	CY117728	1999-02-02	Malaysia
A/Malaysia/10969/1999	CY118490	1999-02-11	Malaysia
A/Malaysia/10970/1999	CY117736	1999-02-11	Malaysia
A/Malaysia/10997/1999	CY118498	1999-02-18	Malaysia
A/Malaysia/11473/1996	CY118506	1996-12-24	Malaysia
A/Malaysia/12106/1999	CY119082	1999-07-14	Malaysia
A/Malaysia/12132/1999	CY118514	1999-07-16	Malaysia
A/Malaysia/12726/1997	CY118530	1997-06-02	Malaysia
A/Malaysia/12904/1999	CY118546	1999-10-28	Malaysia
A/Malaysia/12942/1999	CY118554	1999-11-02	Malaysia
A/Malaysia/12974/1999	CY118562	1999-11-05	Malaysia
A/Malaysia/12990/1999	CY118570	1999-11-13	Malaysia
A/Malaysia/13002/1999	CY118578	1999-11-11	Malaysia
A/Malaysia/13094/1999	CY118586	1999-11-20	Malaysia
A/Malaysia/13241/1997	CY117752	1997-07-24	Malaysia
A/Malaysia/13246/1999	CY118594	1999-12-13	Malaysia
A/Malaysia/13329/1999	CY117768	1999-12-23	Malaysia
A/Malaysia/13381/1999	CY117800	1999-12-30	Malaysia
A/Malaysia/14590/2000	CY117776	2000-06-26	Malaysia
A/Malaysia/14712/1997	CY117784	1997-12-20	Malaysia
A/Malaysia/1657167/2006	CY118906	2006-10-12	Malaysia
A/Malaysia/1665090/2006	CY118914	2006-10-19	Malaysia
A/Malaysia/1666666/2006	CY118036	2006-10-27	Malaysia
A/Malaysia/1674395/2006	CY118922	2006-11-15	Malaysia
A/Malaysia/1676558/2006	CY118930	2006-11-17	Malaysia
A/Malaysia/1681079/2006	CY118938	2006-11-24	Malaysia
A/Malaysia/17230/1998	CY118602	1998-05-25	Malaysia
A/Malaysia/17276/1998	CY117792	1998-05-29	Malaysia
A/Malaysia/17332/1998	CY118610	1998-06-19	Malaysia
A/Malaysia/17392/1998	CY118618	1998-06-15	Malaysia
A/Malaysia/1755590/2007	CY118946	2007-03-30	Malaysia
A/Malaysia/1756937/2007	CY118962	2007-04-02	Malaysia
A/Malaysia/1767091/2007	CY118970	2007-04-01	Malaysia
A/Malaysia/1768035/2007	CY118978	2007-04-20	Malaysia
A/Malaysia/1768409/2007	CY118051	2007-04-20	Malaysia
A/Malaysia/1770921/2007	CY119050	2007-04-25	Malaysia
A/Malaysia/1773914/2007	CY118986	2007-05-01	Malaysia
A/Malaysia/1777545/2007	CY118067	2007-05-06	Malaysia
A/Malaysia/1779027/2007	CY118075	2007-05-10	Malaysia
A/Malaysia/1779036/2007	CY118994	2007-05-10	Malaysia
A/Malaysia/1781328/2007	CY119002	2007-05-14	Malaysia
A/Malaysia/17998/2001	CY118626	2001-01-30	Malaysia
A/Malaysia/18121/2001	CY118642	2001-02-26	Malaysia
A/Malaysia/18128/2001	CY118650	2001-02-15	Malaysia
A/Malaysia/1912346/2007	CY119010	2007-12-18	Malaysia
A/Malaysia/1918618/2007	CY118123	2007-12-31	Malaysia
A/Malaysia/1922209/2008	CY119018	2008-01-07	Malaysia
A/Malaysia/1959476/2008	CY118131	2008-03-10	Malaysia
A/Malaysia/1959864/2008	CY119026	2008-03-10	Malaysia
A/Malaysia/1963888/2008	CY119034	2008-03-17	Malaysia
A/Malaysia/1965896/2008	CY119042	2008-03-19	Malaysia
A/Malaysia/1997829/2008	CY118151	2008-05-12	Malaysia
A/Malaysia/1997831/2008	CY118159	2008-05-12	Malaysia
A/Malaysia/2075556/2008	CY118175	2008-09-15	Malaysia
A/Malaysia/2205714/2009	CY119058	2009-04-16	Malaysia
A/Malaysia/23606/2002	CY118658	2002-11-18	Malaysia
A/Malaysia/25750/2003	CY118275	2003-09-09	Malaysia
A/Malaysia/25849/2003	CY118666	2003-09-22	Malaysia
A/Malaysia/25920/2003	CY118674	2003-09-30	Malaysia
A/Malaysia/26003/2003	CY118690	2003-10-10	Malaysia
A/Malaysia/26227/2003	CY117980	2003-11-07	Malaysia
A/Malaysia/26430/2003	CY118698	2003-12-08	Malaysia
A/Malaysia/26468/2003	CY118706	2003-12-11	Malaysia
A/Malaysia/26571/2003	CY118714	2003-12-22	Malaysia
A/Malaysia/26682/2004	CY118722	2004-01-05	Malaysia
A/Malaysia/26822/2004	CY118730	2004-01-19	Malaysia
A/Malaysia/26989/2004	CY118738	2004-02-07	Malaysia
A/Malaysia/28114/2004	CY118746	2004-05-24	Malaysia
A/Malaysia/28991/2004	CY118754	2004-06-23	Malaysia
A/Malaysia/29197/2004	CY118762	2004-07-20	Malaysia
A/Malaysia/29255/2004	CY118778	2004-07-27	Malaysia
A/Malaysia/29350/2004	CY118786	2004-08-04	Malaysia
A/Malaysia/29361/2004	CY118794	2004-08-04	Malaysia
A/Malaysia/29711/2004	CY118802	2004-09-14	Malaysia
A/Malaysia/29890/2004	CY118810	2004-10-06	Malaysia
A/Malaysia/29930/2004	CY118818	2004-10-12	Malaysia
A/Malaysia/29997/2004	CY117988	2004-10-20	Malaysia
A/Malaysia/31944/2005	CY118826	2005-07-07	Malaysia
A/Malaysia/31998/2005	CY118834	2005-07-15	Malaysia
A/Malaysia/32133/2005	CY118850	2005-08-08	Malaysia
A/Malaysia/32171/2005	CY118842	2005-08-04	Malaysia
A/Malaysia/32226/2005	CY118858	2005-08-10	Malaysia
A/Malaysia/33386/2005	CY118866	2005-12-30	Malaysia
A/Malaysia/33464/2006	CY118874	2006-01-11	Malaysia
A/Malaysia/33561/2006	CY118890	2006-01-23	Malaysia
A/Malaysia/33817/2006	CY118004	2006-02-24	Malaysia
A/Malaysia/33827/2006	CY118882	2006-01-11	Malaysia
A/Malaysia/34015/2006	CY118898	2006-03-16	Malaysia
A/Malaysia/NHRC0001/2004	CY091453	2004-09-15	Malaysia
A/Malaysia/NHRC0002/2004	CY091445	2004-09-25	Malaysia
A/Malaysia/NHRC0003/2004	CY091437	2004-09-26	Malaysia
A/Managua/112_01/2007	CY038519	2007-06-07	Nicaragua
A/Managua/1155_01/2010	CY088899	2010-06-01	Nicaragua
A/Managua/14/2007	CY032525	2007-06-21	Nicaragua
A/Managua/15/2007	CY032461	2007-06-21	Nicaragua
A/Managua/1507_01/2007	CY038551	2007-06-24	Nicaragua
A/Managua/1645_03/2010	CY098081	2010-06-09	Nicaragua
A/Managua/1685_01/2010	CY088995	2010-06-10	Nicaragua
A/Managua/17/2007	CY034084	2007-06-21	Nicaragua
A/Managua/1784_03/2010	CY074795	2010-06-03	Nicaragua
A/Managua/18/2007	CY032501	2007-06-21	Nicaragua
A/Managua/1807_03/2010	CY070943	2010-06-07	Nicaragua
A/Managua/1867_01/2007	CY038559	2007-06-23	Nicaragua
A/Managua/2/2007	CY032509	2007-06-14	Nicaragua
A/Managua/20/2007	CY032429	2007-06-22	Nicaragua
A/Managua/21/2007	CY035102	2007-06-21	Nicaragua
A/Managua/2145_01/2010	CY088915	2010-06-02	Nicaragua
A/Managua/22/2007	CY032485	2007-06-20	Nicaragua
A/Managua/2347_01/2007	CY040202	2007-06-20	Nicaragua
A/Managua/2492_04/2010	CY092305	2010-07-02	Nicaragua
A/Managua/25/2007	CY032437	2007-06-27	Nicaragua
A/Managua/26/2007	CY035094	2007-06-23	Nicaragua
A/Managua/27/2007	CY032445	2007-06-24	Nicaragua
A/Managua/28/2007	CY032533	2007-06-11	Nicaragua
A/Managua/2867_01/2010	CY070959	2010-06-10	Nicaragua
A/Managua/29/2007	CY032477	2007-06-22	Nicaragua
A/Managua/3/2007	CY035086	2007-06-07	Nicaragua
A/Managua/30/2007	CY033145	2007-06-19	Nicaragua
A/Managua/3012_01/2007	CY040218	2007-06-08	Nicaragua
A/Managua/305_10/2010	CY074931	2010-03-19	Nicaragua
A/Managua/31/2007	CY032549	2007-06-18	Nicaragua
A/Managua/32/2007	CY032453	2007-06-27	Nicaragua
A/Managua/3209_01/2010	CY088971	2010-06-07	Nicaragua
A/Managua/3243_01/2007	CY038543	2007-06-24	Nicaragua
A/Managua/33/2007	CY032517	2007-06-12	Nicaragua
A/Managua/34/2007	CY032493	2007-06-23	Nicaragua
A/Managua/3424_01/2010	CY092313	2010-06-30	Nicaragua
A/Managua/3433_02/2010	CY074827	2010-06-04	Nicaragua
A/Managua/3587_02/2010	CY098073	2010-06-03	Nicaragua
A/Managua/3616_01/2007	CY038511	2007-06-07	Nicaragua
A/Managua/3704_06/2010	CY088867	2010-05-28	Nicaragua
A/Managua/38_11/2011	CY092289	2011-01-28	Nicaragua
A/Managua/410_02/2010	CY074835	2010-06-08	Nicaragua
A/Managua/4127_01/2007	CY038527	2007-07-05	Nicaragua
A/Managua/419_01/2007	CY038911	2007-06-28	Nicaragua
A/Managua/4348_01/2007	CY039439	2007-06-05	Nicaragua
A/Managua/469_01/2007	CY040210	2007-06-14	Nicaragua
A/Managua/4763_03/2010	CY074691	2010-06-06	Nicaragua
A/Managua/4855_03/2010	CY089027	2010-06-03	Nicaragua
A/Managua/4902_01/2007	CY037359	2007-08-03	Nicaragua
A/Managua/5/2007	CY034092	2007-06-13	Nicaragua
A/Managua/5271_04/2010	CY088859	2010-05-28	Nicaragua
A/Managua/5664_02/2010	CY088782	2010-06-03	Nicaragua
A/Managua/5744_03/2010	CY093117	2010-06-07	Nicaragua
A/Managua/5870_02/2010	CY089019	2010-06-11	Nicaragua
A/Managua/5871_02/2010	CY074715	2010-06-08	Nicaragua
A/Managua/58_11/2011	CY092297	2011-01-25	Nicaragua
A/Managua/615_02/2010	CY103791	2010-06-07	Nicaragua
A/Managua/68_01/2007	CY040194	2007-06-13	Nicaragua
A/Managua/7/2007	CY032541	2007-06-05	Nicaragua
A/Managua/80_1/2010	CY074755	2010-06-07	Nicaragua
A/Manhean/03/2008	HQ844978	2008-07-03	Ghana
A/Maryland/01/2011	KC883203	2011-01-07	USA
A/Maryland/02/2009	GQ385820	2009-01-20	USA
A/Maryland/02/2012	KC893166	2012-01-18	USA
A/Maryland/06/2009	KC535452	2009-05-11	USA
A/Maryland/07/2010	KC882545	2010-11-16	USA
A/Maryland/08/2010	KC883261	2010-12-22	USA
A/Maryland/09/2011	KC882523	2011-02-07	USA
A/Maryland/10/2008	GQ369843	2008-12-05	USA
A/Maryland/10/2011	KC883427	2011-03-27	USA
A/Maryland/14/2012	KC892576	2012-04-24	USA
A/Maryland/16/2009	KC535318	2009-05-06	USA
A/Maryland/17/2011	KC882447	2011-07-16	USA
A/Maryland/21/2011	KC892696	2011-12-26	USA
A/Massachusetts/01/2009	GQ385856	2009-01-20	USA
A/Massachusetts/02/2009	GQ385858	2009-01-09	USA
A/Massachusetts/02/2011	KC882752	2011-01-09	USA
A/Massachusetts/02/2012	KC893004	2012-01-23	USA
A/Massachusetts/03/2011	KC883057	2011-01-05	USA
A/Massachusetts/03/2012	KC892334	2012-02-21	USA
A/Massachusetts/04/2010	KC882497	2010-12-15	USA
A/Massachusetts/04/2012	KC892480	2012-03-04	USA
A/Massachusetts/05/2011	KC882621	2011-01-09	USA
A/Massachusetts/06/2007	EU199357	2007-03-06	USA
A/Massachusetts/06/2008	FJ686935	2008-10-29	USA
A/Massachusetts/06/2010	KC883233	2010-12-31	USA
A/Massachusetts/06/2012	KC892274	2012-04-20	USA
A/Massachusetts/07/2011	KC882518	2011-02-07	USA
A/Massachusetts/08/2011	KC882499	2011-03-04	USA
A/Massachusetts/11/2011	KC892405	2011-11-23	USA
A/Massachusetts/12/2007	EU516050	2007-09-18	USA
A/Massachusetts/13/2008	KC535384	2008-12-12	USA
A/Mato_Grosso/11689/2011	JN872420	2011-01-25	Brazil
A/Mexico/InDRE2112/2005	CY100546	2005-01-11	Mexico
A/Mexico/InDRE2227/2005	CY100570	2005-09-11	Mexico
A/Mexico/InDRE2246/2005	CY100578	2005-09-11	Mexico
A/Mexico/InDRE2662/2003	CY100594	2003-12-15	Mexico
A/Mexico/InDRE29/2006	CY100602	2006-01-16	Mexico
A/Mexico/InDRE756/2003	CY100610	2003-02-04	Mexico
A/Mexico/InDRE835/2003	CY100618	2003-07-04	Mexico
A/Mexico/UASLP_010/2008	CY073899	2008-02-18	Mexico
A/Mexico/UASLP_011/2008	CY073907	2008-01-10	Mexico
A/Mexico/UASLP_012/2008	CY073912	2008-01-14	Mexico
A/Mexico/UASLP_014/2008	CY073947	2008-01-03	Mexico
A/Mexico_City/WRAIR1752T/2010	CY093375	2010-01-26	Mexico
A/Mexico_City/WRAIR3579N/2010	CY093535	2010-12-09	Mexico
A/Mexico_City/WRAIR3579T/2010	CY093543	2010-12-09	Mexico
A/Mexico_City/WRAIR3580T/2010	CY093551	2010-12-08	Mexico
A/Mexico_City/WRAIR4139N/2010	CY093559	2010-12-29	Mexico
A/Michigan/01/2008	FJ179350	2008-04-01	USA
A/Michigan/01/2011	KC883307	2011-01-04	USA
A/Michigan/02/2012	KC892477	2012-02-02	USA
A/Michigan/03/2012	KC892838	2012-03-06	USA
A/Michigan/04/2010	KC535493	2010-07-16	USA
A/Michigan/04/2011	KC883034	2011-03-18	USA
A/Michigan/04/2012	KC892926	2012-03-05	USA
A/Michigan/05/2010	KC535462	2010-08-20	USA
A/Michigan/05/2011	KC883380	2011-04-05	USA
A/Michigan/06/2011	KC883170	2011-08-18	USA
A/Michigan/07/2007	EU516032	2007-04-18	USA
A/Michigan/07/2011	KC892988	2011-10-02	USA
A/Michigan/07/2012	KC892991	2012-04-03	USA
A/Michigan/08/2007	EU516045	2007-05-03	USA
A/Michigan/10/2007	EU516053	2007-08-03	USA
A/Michigan/10/2011	KC892965	2011-12-25	USA
A/Michigan/22/2009	KC535348	2009-07-31	USA
A/Michigan/23/2009	KC535350	2009-08-03	USA
A/Minab/797/2011	KC865619	2011-12-24	Iran
A/Minnesota/02/2008	EU779506	2008-01-11	USA
A/Minnesota/02/2012	KC893104	2012-01-14	USA
A/Minnesota/03/2012	KC893116	2012-01-30	USA
A/Minnesota/04/2008	EU779508	2008-01-21	USA
A/Minnesota/04/2011	KC882953	2011-01-19	USA
A/Minnesota/04/2012	KC892306	2012-02-15	USA
A/Minnesota/05/2008	EU885499	2008-01-06	USA
A/Minnesota/05/2009	KC535319	2009-05-04	USA
A/Minnesota/05/2011	KC882955	2011-01-21	USA
A/Minnesota/05/2012	KC892278	2012-03-08	USA
A/Minnesota/06/2008	EU885534	2008-03-13	USA
A/Minnesota/06/2011	KC883116	2011-02-19	USA
A/Minnesota/07/2008	EU885536	2008-03-19	USA
A/Minnesota/07/2011	KC883120	2011-01-04	USA
A/Minnesota/08/2007	EU199369	2007-02-04	USA
A/Minnesota/08/2011	KC883158	2011-03-18	USA
A/Minnesota/09/2007	EU199282	2007-02-14	USA
A/Minnesota/09/2012	KC893126	2012-04-08	USA
A/Minnesota/10/2010	KC882826	2010-09-01	USA
A/Minnesota/10/2011	KC883435	2011-04-18	USA
A/Minnesota/12/2011	KC883160	2011-05-08	USA
A/Minnesota/13/2010	KC882845	2010-11-25	USA
A/Minnesota/14/2008	FJ179354	2008-03-10	USA
A/Minnesota/16/2007	EU199380	2007-03-26	USA
A/Minnesota/16/2008	FJ179352	2008-04-07	USA
A/Minnesota/16/2010	KC882855	2010-12-19	USA
A/Minnesota/17/2007	EU199378	2007-03-17	USA
A/Minnesota/17/2010	KC882851	2010-12-06	USA
A/Minnesota/18/2007	EU199358	2007-04-27	USA
A/Minnesota/18/2010	KC882870	2010-11-23	USA
A/Minnesota/18/2011	KC892998	2011-10-02	USA
A/Minnesota/19/2010	KC882873	2010-12-28	USA
A/Minnesota/20/2011	KC892962	2011-11-02	USA
A/Minnesota/22/2011	KC892416	2011-11-17	USA
A/Minnesota/25/2011	KC892685	2011-12-16	USA
A/Minnesota/36/2008	GQ369860	2008-12-28	USA
A/Minnesota/37/2008	GQ385822	2008-12-23	USA
A/Mississippi/01/2008	EU779498	2008-01-25	USA
A/Mississippi/01/2011	KC883216	2011-01-03	USA
A/Mississippi/01/2012	KC893084	2012-01-12	USA
A/Mississippi/04/2008	EU885542	2008-01-15	USA
A/Mississippi/05/2008	EU779520	2008-01-23	USA
A/Mississippi/05/2010	KC883189	2010-09-07	USA
A/Mississippi/05/2011	KC893178	2011-02-08	USA
A/Mississippi/05/2012	KC892153	2012-02-18	USA
A/Mississippi/06/2011	KC882615	2011-03-15	USA
A/Mississippi/08/2011	KC883030	2011-04-12	USA
