strain	virus	accession	date	region	country	division	location	passage	age	gender	originating_lab	submitting_lab
A/Myanmar/M106/2008	flu	EPI220094	2008-07-25	southeast_asia	myanmar	myanmar	myanmar	undetermined	?	?	?	Other Database Import
A/Myanmar/M114/2008	flu	EPI220096	2008-07-26	southeast_asia	myanmar	myanmar	myanmar	undetermined	?	?	?	Other Database Import
A/HongKong/1868/2008	flu	EPI168587	2008-07-26	china	hong_kong	hong_kong	hong_kong	cell	?	?	?	Centers For Disease Control And Prevention
A/Zhuhai/798/2008	flu	EPI220231	2008-07-27	china	china	guangdong	zhuhai	cell	?	?	?	Other Database Import
A/Kenya/1428/2008	flu	EPI168621	2008-07-28	africa	kenya	kenya	kenya	cell	?	?	?	Centers For Disease Control And Prevention
A/Myanmar/M042/2008	flu	EPI220088	2008-07-28	southeast_asia	myanmar	myanmar	myanmar	undetermined	?	?	?	Other Database Import
A/Kenya/1431/2008	flu	EPI172424	2008-07-29	africa	kenya	kenya	kenya	cell	?	?	?	Centers For Disease Control And Prevention
A/Mbagathi/6904/2008	flu	EPI173151	2008-07-29	africa	kenya	nairobi	nairobi	undetermined	?	?	?	Other Database Import
A/Thailand/MR07159/2008	flu	EPI703324	2008-07-29	southeast_asia	thailand	thailand	thailand	cell	?	?	?	Other Database Import
A/Thailand/MR07161/2008	flu	EPI703332	2008-07-30	southeast_asia	thailand	thailand	thailand	cell	?	?	?	Other Database Import
A/Wisconsin/13/2008	flu	EPI169254	2008-07-31	north_america	usa	wisconsin	wisconsin	cell	?	?	?	Centers For Disease Control And Prevention
A/Mbagathi/6557/2008	flu	EPI173163	2008-07-31	africa	kenya	nairobi	nairobi	undetermined	?	?	?	Other Database Import
A/Auckland/104/2008	flu	EPI172354	2008-07-31	oceania	new_zealand	auckland	auckland	cell	?	?	Auckland Hospital	Who Collaborating Centre For Reference And Research On Influenza
A/Myanmar/M156/2008	flu	EPI220098	2008-08-02	southeast_asia	myanmar	myanmar	myanmar	undetermined	?	?	?	Other Database Import
A/Texas/19/2008	flu	EPI168633	2008-08-05	north_america	usa	texas	texas	cell	?	?	?	Centers For Disease Control And Prevention
A/Kenya/1589/2008	flu	EPI172422	2008-08-05	africa	kenya	kenya	kenya	cell	?	?	?	Centers For Disease Control And Prevention
A/Auckland/121/2008	flu	EPI172349	2008-08-05	oceania	new_zealand	auckland	auckland	cell	?	?	Auckland Hospital	Who Collaborating Centre For Reference And Research On Influenza
A/Christchurch/5/2008	flu	EPI172426	2008-08-05	oceania	new_zealand	canterbury	christchurch	cell	?	?	?	Centers For Disease Control And Prevention
A/Texas/13/2008	flu	EPI168631	2008-08-05	north_america	usa	texas	texas	cell	?	?	?	Centers For Disease Control And Prevention
A/Kenya/1598/2008	flu	EPI168636	2008-08-06	africa	kenya	kenya	kenya	cell	?	?	?	Centers For Disease Control And Prevention
A/Kenya/1599/2008	flu	EPI172420	2008-08-07	africa	kenya	kenya	kenya	cell	?	?	?	Centers For Disease Control And Prevention
A/Alaska/4/2008	flu	EPI168617	2008-08-09	north_america	usa	alaska	alaska	cell	?	?	?	Centers For Disease Control And Prevention
A/Mbagathi/6907/2008	flu	EPI173147	2008-08-11	africa	kenya	nairobi	nairobi	undetermined	?	?	?	Other Database Import
A/Zhuhai/902/2008	flu	EPI220233	2008-08-11	china	china	guangdong	zhuhai	cell	?	?	?	Other Database Import
A/Darwin/1/2008	flu	EPI163712	2008-08-12	oceania	australia	northern_territory	darwin	cell	?	?	Royal Darwin Hospital	Who Collaborating Centre For Reference And Research On Influenza
A/Singapore/N567/2008	flu	EPI172136	2008-08-12	southeast_asia	singapore	singapore	singapore	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Singapore/N565/2008	flu	EPI187392	2008-08-12	southeast_asia	singapore	singapore	singapore	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Mbagathi/6909/2008	flu	EPI173148	2008-08-13	africa	kenya	nairobi	nairobi	undetermined	?	?	?	Other Database Import
A/Zhuhai/964/2008	flu	EPI220235	2008-08-18	china	china	guangdong	zhuhai	cell	?	?	?	Other Database Import
A/Zhuhai/943/2008	flu	EPI220234	2008-08-18	china	china	guangdong	zhuhai	cell	?	?	?	Other Database Import
A/Ningbo/788/2008	flu	EPI165783	2008-08-20	china	china	zhejiang	ningbo	undetermined	?	?	?	Other Database Import
A/Taiwan/471/2008	flu	EPI606103	2008-08-21	china	taiwan	taiwan	taiwan	undetermined	?	?	?	Other Database Import
A/Christchurch/19/2008	flu	EPI172428	2008-08-22	oceania	new_zealand	canterbury	christchurch	cell	?	?	?	Centers For Disease Control And Prevention
A/Aichi/115/2008	flu	EPI169084	2008-08-24	japan_korea	japan	aichi	aichi	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Myanmar/l_065/2008	flu	EPI172782	2008-08-28	southeast_asia	myanmar	myanmar	myanmar	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Yokohama/93/2008	flu	EPI169115	2008-08-28	japan_korea	japan	kanagawa	yokohama	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Myanmar/l_063/2008	flu	EPI172781	2008-08-28	southeast_asia	myanmar	myanmar	myanmar	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Myanmar/l_071/2008	flu	EPI172786	2008-08-28	southeast_asia	myanmar	myanmar	myanmar	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Myanmar/58/2008	flu	EPI187346	2008-08-28	southeast_asia	myanmar	myanmar	myanmar	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Yokohama/94/2008	flu	EPI169116	2008-08-28	japan_korea	japan	kanagawa	yokohama	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Myanmar/l_075/2008	flu	EPI172789	2008-08-28	southeast_asia	myanmar	myanmar	myanmar	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Myanmar/73/2008	flu	EPI187351	2008-08-28	southeast_asia	myanmar	myanmar	myanmar	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Myanmar/l_078/2008	flu	EPI172791	2008-08-28	southeast_asia	myanmar	myanmar	myanmar	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Myanmar/56/2008	flu	EPI187345	2008-08-28	southeast_asia	myanmar	myanmar	myanmar	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Myanmar/59/2008	flu	EPI187347	2008-08-28	southeast_asia	myanmar	myanmar	myanmar	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Myanmar/l_070/2008	flu	EPI172785	2008-08-28	southeast_asia	myanmar	myanmar	myanmar	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Myanmar/l_074/2008	flu	EPI172788	2008-08-28	southeast_asia	myanmar	myanmar	myanmar	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Myanmar/64/2008	flu	EPI187349	2008-08-28	southeast_asia	myanmar	myanmar	myanmar	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Myanmar/l_054/2008	flu	EPI172778	2008-08-28	southeast_asia	myanmar	myanmar	myanmar	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Myanmar/l_066/2008	flu	EPI172783	2008-08-28	southeast_asia	myanmar	myanmar	myanmar	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Myanmar/68/2008	flu	EPI187350	2008-08-28	southeast_asia	myanmar	myanmar	myanmar	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Myanmar/l_076/2008	flu	EPI172790	2008-08-28	southeast_asia	myanmar	myanmar	myanmar	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Myanmar/l_055/2008	flu	EPI172779	2008-08-28	southeast_asia	myanmar	myanmar	myanmar	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Myanmar/l_053/2008	flu	EPI172777	2008-08-28	southeast_asia	myanmar	myanmar	myanmar	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Myanmar/l_069/2008	flu	EPI172784	2008-08-28	southeast_asia	myanmar	myanmar	myanmar	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Myanmar/50/2008	flu	EPI187344	2008-08-28	southeast_asia	myanmar	myanmar	myanmar	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Ohio/14/2008	flu	EPI168635	2008-08-28	north_america	usa	ohio	ohio	cell	?	?	?	Centers For Disease Control And Prevention
A/Myanmar/l_052/2008	flu	EPI172776	2008-08-28	southeast_asia	myanmar	myanmar	myanmar	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Myanmar/62/2008	flu	EPI187348	2008-08-28	southeast_asia	myanmar	myanmar	myanmar	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Myanmar/l_072/2008	flu	EPI172787	2008-08-28	southeast_asia	myanmar	myanmar	myanmar	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Myanmar/l_057/2008	flu	EPI172780	2008-08-28	southeast_asia	myanmar	myanmar	myanmar	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/California/9/2008	flu	EPI168629	2008-08-30	north_america	usa	california	california	cell	?	?	?	Centers For Disease Control And Prevention
A/Tasmania/201/2008	flu	EPI172210	2008-09-01	oceania	australia	tasmania	tasmania	cell	?	?	Royal Hobart Hospital	Who Collaborating Centre For Reference And Research On Influenza
A/Shanghai/N38/2008	flu	EPI269797	2008-09-01	china	china	shanghai	shanghai	undetermined	?	?	?	Other Database Import
A/Myanmar/M250/2008	flu	EPI220100	2008-09-01	southeast_asia	myanmar	myanmar	myanmar	undetermined	?	?	?	Other Database Import
A/Perth/109/2008	flu	EPI172333	2008-09-03	oceania	australia	western_australia	perth	cell	?	?	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza
A/Myanmar/M258/2008	flu	EPI220102	2008-09-03	southeast_asia	myanmar	myanmar	myanmar	undetermined	?	?	?	Other Database Import
A/Cambodia/S124/2008	flu	EPI234324	2008-09-03	southeast_asia	cambodia	cambodia	cambodia	undetermined	?	?	?	Other Database Import
A/Cambodia/S252/2008	flu	EPI234327	2008-09-05	southeast_asia	cambodia	cambodia	cambodia	undetermined	?	?	?	Other Database Import
A/Tochigi/88/2008	flu	EPI169160	2008-09-06	japan_korea	japan	tochigi	tochigi	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/California/8/2008	flu	EPI168627	2008-09-09	north_america	usa	california	california	cell	?	?	?	Centers For Disease Control And Prevention
A/Cambodia/S020/2008	flu	EPI234319	2008-09-10	southeast_asia	cambodia	cambodia	cambodia	undetermined	?	?	?	Other Database Import
A/Kenya/1668/2008	flu	EPI185787	2008-09-11	africa	kenya	kenya	kenya	cell	?	?	?	Centers For Disease Control And Prevention
A/Kisumu/7597/2008	flu	EPI173191	2008-09-12	africa	kenya	kisumu	kisumu	undetermined	?	?	?	Other Database Import
A/Kisumu/7598/2008	flu	EPI173192	2008-09-12	africa	kenya	kisumu	kisumu	undetermined	?	?	?	Other Database Import
A/Cambodia/S099/2008	flu	EPI234322	2008-09-12	southeast_asia	cambodia	cambodia	cambodia	undetermined	?	?	?	Other Database Import
A/Kobe/42/2008	flu	EPI169150	2008-09-12	japan_korea	japan	hyogo	kobe	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Kentucky/1/2008	flu	EPI168625	2008-09-13	north_america	usa	kentucky	kentucky	cell	?	?	?	Centers For Disease Control And Prevention
A/Cambodia/S243/2008	flu	EPI234326	2008-09-15	southeast_asia	cambodia	cambodia	cambodia	undetermined	?	?	?	Other Database Import
A/Singapore/N593/2008	flu	EPI215043	2008-09-15	southeast_asia	singapore	singapore	singapore	cell	?	?	Tan Tock Seng Hospital	National Institute For Medical Research
A/HongKong/3049/2008	flu	EPI175151	2008-09-16	china	hong_kong	hong_kong	hong_kong	cell	?	?	?	Centers For Disease Control And Prevention
A/Cambodia/S074/2008	flu	EPI234321	2008-09-17	southeast_asia	cambodia	cambodia	cambodia	undetermined	?	?	?	Other Database Import
A/NewYork/33/2008	flu	EPI169252	2008-09-20	north_america	usa	new_york	new_york	cell	?	?	?	Centers For Disease Control And Prevention
A/Kisii/7537/2008	flu	EPI173170	2008-09-22	africa	kenya	kisii	kisii	undetermined	?	?	?	Other Database Import
A/KhanhHoa/KH363/2008	flu	EPI369745	2008-09-23	southeast_asia	vietnam	khanh_hoa	khanh_hoa	cell	28y	female	?	Other Database Import
A/Kisii/7538/2008	flu	EPI173171	2008-09-23	africa	kenya	kisii	kisii	undetermined	?	?	?	Other Database Import
A/Kenya/730/2008	flu	EPI185795	2008-09-23	africa	kenya	kenya	kenya	cell	?	?	?	Centers For Disease Control And Prevention
A/Kisii/7539/2008	flu	EPI173172	2008-09-24	africa	kenya	kisii	kisii	undetermined	?	?	?	Other Database Import
A/Stockholm/20/2008	flu	EPI245721	2008-09-25	europe	sweden	stockholm	stockholm	cell	28y	male	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control
A/Netherlands/377/2008	flu	EPI362343	2008-09-27	europe	netherlands	netherlands	netherlands	cell	5m	female	?	Other Database Import
A/Stockholm/21/2008	flu	EPI245718	2008-09-27	europe	sweden	stockholm	stockholm	cell	33y	male	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control
A/Guangdong/578/2008	flu	EPI326347	2008-09-27	china	china	guangdong	guangdong	cell	?	?	?	Other Database Import
A/Egypt/809/2008	flu	EPI185776	2008-09-28	africa	egypt	egypt	egypt	cell	?	?	?	Centers For Disease Control And Prevention
A/Darwin/6/2008	flu	EPI172347	2008-09-28	oceania	australia	northern_territory	darwin	cell	?	?	Royal Darwin Hospital	Who Collaborating Centre For Reference And Research On Influenza
A/Isiolo/7513/2008	flu	EPI173165	2008-09-29	africa	kenya	eastern	isiolo	undetermined	?	?	?	Other Database Import
A/Victoria/231/2008	flu	EPI172357	2008-10-01	oceania	australia	victoria	victoria	cell	?	?	Victorian Infectious Diseases Reference Laboratory 	Who Collaborating Centre For Reference And Research On Influenza
A/Malindi/7579/2008	flu	EPI173187	2008-10-02	africa	kenya	nairobi	malindi	undetermined	?	?	?	Other Database Import
A/Uganda/MUWRP-001/2008	flu	EPI313466	2008-10-02	africa	uganda	uganda	uganda	undetermined	?	?	?	Other Database Import
A/Thailand/860/2008	flu	EPI185820	2008-10-03	southeast_asia	thailand	thailand	thailand	cell	?	?	?	Centers For Disease Control And Prevention
A/Kisumu/7599/2008	flu	EPI173193	2008-10-03	africa	kenya	kisumu	kisumu	undetermined	?	?	?	Other Database Import
A/Taiwan/540/2008	flu	EPI169737	2008-10-03	china	taiwan	taiwan	taiwan	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Stockholm/24/2008	flu	EPI245712	2008-10-03	europe	sweden	stockholm	stockholm	cell	31y	female	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control
A/Taiwan/542/2008	flu	EPI169738	2008-10-03	china	taiwan	taiwan	taiwan	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Jiangsu-Gulou/1271/2008	flu	EPI171922	2008-10-03	china	china	jiangsu	jiangsu	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Kenya/2234/2008	flu	EPI185789	2008-10-03	africa	kenya	kenya	kenya	cell	?	?	?	Centers For Disease Control And Prevention
A/Jiangsu-Gaoyou/5259/2008	flu	EPI363319	2008-10-04	china	china	jiangsu	jiangsu	undetermined	?	?	?	Other Database Import
A/Perth/250/2008	flu	EPI172361	2008-10-06	oceania	australia	western_australia	perth	cell	?	?	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza
A/India/C0817268/2008	flu	EPI374783	2008-10-06	south_asia	india	india	india	undetermined	9y	female	?	Other Database Import
A/Kisumu/7602/2008	flu	EPI173196	2008-10-06	africa	kenya	kisumu	kisumu	undetermined	?	?	?	Other Database Import
A/Kisumu/7600/2008	flu	EPI173194	2008-10-06	africa	kenya	kisumu	kisumu	undetermined	?	?	?	Other Database Import
A/Victoria/530/2008	flu	EPI172348	2008-10-06	oceania	australia	victoria	victoria	cell	?	?	Monash Medical Centre	Who Collaborating Centre For Reference And Research On Influenza
A/Kisumu/7601/2008	flu	EPI173195	2008-10-06	africa	kenya	kisumu	kisumu	undetermined	?	?	?	Other Database Import
A/Kisii/7544/2008	flu	EPI173173	2008-10-06	africa	kenya	kisii	kisii	undetermined	?	?	?	Other Database Import
A/Kisumu/7604/2008	flu	EPI173198	2008-10-07	africa	kenya	kisumu	kisumu	undetermined	?	?	?	Other Database Import
A/Kisumu/7603/2008	flu	EPI173197	2008-10-07	africa	kenya	kisumu	kisumu	undetermined	?	?	?	Other Database Import
A/Idaho/17/2008	flu	EPI172414	2008-10-07	north_america	usa	idaho	idaho	cell	?	?	?	Centers For Disease Control And Prevention
A/Kisii/7546/2008	flu	EPI173174	2008-10-08	africa	kenya	kisii	kisii	undetermined	?	?	?	Other Database Import
A/Isiolo/7514/2008	flu	EPI173166	2008-10-08	africa	kenya	eastern	isiolo	undetermined	?	?	?	Other Database Import
A/Kisumu/7605/2008	flu	EPI173199	2008-10-08	africa	kenya	kisumu	kisumu	undetermined	?	?	?	Other Database Import
A/HongKong/3134/2008	flu	EPI175154	2008-10-08	china	hong_kong	hong_kong	hong_kong	cell	?	?	?	Centers For Disease Control And Prevention
A/Jiangsu-Beitang/1269/2008	flu	EPI363320	2008-10-08	china	china	jiangsu	jiangsu	undetermined	?	?	?	Other Database Import
A/Fujian-Gulou/11026/2008	flu	EPI363321	2008-10-09	china	china	fujian	fujian	undetermined	?	?	?	Other Database Import
A/Malindi/7581/2008	flu	EPI173188	2008-10-09	africa	kenya	nairobi	malindi	undetermined	?	?	?	Other Database Import
A/Taiwan/548/2008	flu	EPI169739	2008-10-12	china	taiwan	taiwan	taiwan	cell	?	?	?	National Institute Of Infectious Diseases (niid)
A/Stockholm/23/2008	flu	EPI245715	2008-10-12	europe	sweden	stockholm	stockholm	cell	74y	female	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control
A/Chennai/817271/2008	flu	EPI607300	2008-10-13	south_asia	india	tamil_nadu	chennai	undetermined	?	?	?	Other Database Import
A/India/C0817271/2008	flu	EPI375322	2008-10-13	south_asia	india	india	india	undetermined	26y	female	?	Other Database Import
A/Uganda/MUWRP-003/2008	flu	EPI313481	2008-10-13	africa	uganda	uganda	uganda	undetermined	?	?	?	Other Database Import
A/Sichuan-Jingyang/2165/2008	flu	EPI363322	2008-10-13	china	china	sichuan	sichuan	undetermined	?	?	?	Other Database Import
A/Thailand/KS08204/2008	flu	EPI703124	2008-10-13	southeast_asia	thailand	thailand	thailand	cell	?	?	?	Other Database Import
A/Cambodia/S272/2008	flu	EPI234328	2008-10-13	southeast_asia	cambodia	cambodia	cambodia	undetermined	?	?	?	Other Database Import
