strain	branch_length	cTiter	cTiterSub	cTiterSub_x	clade_membership	clock_length	country	country_entropy	dTiter	dTiterSub	date	delta_frequency	dms_star	ep	ep_x	lbi	mutation_length	ne	ne_star	numdate	raw_date	rb	region	region_entropy	is_terminal	timepoint	lineage	segment	frequency	naive	weighted_distance_to_future	weighted_distance_to_present	log2_distance_effect
A/Kenya/1716/2009	0.0015972043583003526	5.7135419891500385	5.855643046109713	-8.297785677016783	956f201	0.0015972043583003526	kenya	-1.000088900581841e-12	0	0.0	2009-08-13	1.3746193480580358	0.7884372006027859	4.827707437157604	-6.63391377813411	0.2171237380966055	0.001168580578441018	10	-0.3416353281005056	2009.6160164271048	2009-08-13	7	africa	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	0.034744	0.0	7.052531000000001	5.114326000000001	0.4635969777931882
A/Kiribati/6/2009	0.001929220287830609	7.099280104712363	5.855644151272168	-6.029486261846019	c0ab28c	0.001929220287830609	kiribati	-9.99866855976916e-13	0	0.0	2009-07-15	-1.9892948314185843	-0.4867345062019874	6.299569460681263	-4.83588582263821	-0.32081096183034696	0.0017532203291489427	9	-1.29062235060191	2009.536618754278	2009-07-15	7	oceania	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	0.004762	0.0	8.406277000000001	4.721959	0.83208148140033
A/Mexico/5206/2009	0.0022608116488569835	7.0358860731836375	5.855644219280758	-6.029486261846019	e62a2e8	0.0022608116488569835	mexico	-1.000088900581841e-12	0	0.0	2009-08-07	1.666359775398487	0.14059134496174014	6.299569460681263	-4.839949645765871	-0.8435664135517076	0.002339082555303027	9	-1.29062235060191	2009.599589322382	2009-08-07	7	north_america	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	0.024812999999999998	0.0	8.406277000000001	3.786671000000001	1.1505369163561905
A/Morobe/10/2009	0.0018392698954878273	7.099280104712363	5.855644151272168	-6.029486261846019	c0ab28c	0.0018392698954878273	papua_new_guinea	-1.000088900581841e-12	0	0.0	2009-08-26	-1.9892948314185843	0.5568542929301948	4.827707437157604	-6.706136097525136	0.08287125232029499	0.001168249036940636	9	-1.29062235060191	2009.6543463381245	2009-08-27	7	oceania	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	0.065514	0.0	6.406275	2.741013	1.2247765589701762
A/Nepal/398/2009	0.001615587486179251	7.099280104712363	5.855644151272168	-6.029486261846019	c0ab28c	0.001615587486179251	nepal	-1.000088900581841e-12	0	0.0	2009-08-07	-1.9892948314185843	-0.2522201693183509	6.299569460681263	-4.8900203059752165	-0.2919937113339143	0.0017535448356851115	9	-1.29062235060191	2009.602327173169	2009-08-08	7	south_asia	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	0.026316000000000003	0.0	8.406277000000001	4.635743000000001	0.8586664090469484
A/Netherlands/761/2009	0.007074995208760662	5.468209709800654	2.67209809007746	-15.301640333884336	41bb3e2	0.007074995208760662	netherlands	-1.000088900581841e-12	0	0.0	2009-06-24	-5.499564056205426	-1.415997566103397	3.3558454136339435	-9.867599289710224	-1.944773591145868	0.005277219783682379	10	-0.3416353281005056	2009.4818617385351	2009-06-25	7	europe	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	0.000712	0.0	8.140588999999999	6.0102660000000006	0.43770433970296563
A/Oregon/34/2009	0.0015112180792572964	6.9418450800449145	5.855644219280758	-6.029486261846019	e62a2e8	0.0015112180792572964	usa	-9.99866855976916e-13	0	0.0	2009-09-02	1.666359775398487	0.5568542929301948	5.563638448919432	-5.737627826046983	0.784741274641348	1.8404648226864683e-17	9	-1.29062235060191	2009.6735112936346	2009-09-03	7	north_america	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	0.083095	0.0	7.406275999999998	2.8363000000000005	1.3847381767238036
A/Paraguay/52/2009	0.002220978841720636	5.468209873290916	2.67209809007746	-15.301640333884336	41bb3e2	0.002220978841720636	paraguay	-1.000088900581841e-12	0	0.0	2009-06-05	-5.499564056205426	0.5568542929301948	2.6199144018721143	-11.007324122405057	-1.6884188062291436	0.00292251239903309	9	-1.29062235060191	2009.4298425735801	2009-06-06	6	south_america	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	7.900000000000001e-05	0.0	7.413836000000001	4.996936999999999	0.5691761728500443
A/Philippines/2191/2009	0.0007466483074803562	7.0358860731836375	5.855644219280758	-6.029486261846019	e62a2e8	0.0007466483074803562	philippines	-1.000088900581841e-12	0	0.0	2009-05-25	1.666359775398487	0.5568542929301948	5.563638448919432	-5.737627826046983	-0.27676335572687394	0.0005838426816487844	9	-1.29062235060191	2009.3997262149207	2009-05-26	7	southeast_asia	-9.99866855976916e-13	True	2009-10-01	h3n2	ha	1.8e-05	0.0	7.406275999999998	2.8363000000000005	1.3847381767238036
A/Shizuoka/736/2009	0.00010183523887763446	5.7135419891500385	5.855643046109713	-8.297785677016783	956f201	0.00010183523887763446	japan	-1.000088900581841e-12	0	0.0	2009-05-23	1.3746193480580358	0.905694369044604	4.091776425395773	-7.668784343835705	1.4719776346652895	1.8490838543351624e-17	9	-1.29062235060191	2009.3915126625602	2009-05-23	7	japan_korea	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	1.2e-05	0.0	5.052528999999999	3.253312	0.6350965105246628
A/Singapore/GP3866/2009	0.003195221367989373	6.941844174959457	5.855644219280758	-6.029486261846019	e62a2e8	0.003195221367989373	singapore	-1.000088900581841e-12	0	0.0	2009-09-24	1.666359775398487	-0.4544887848804874	5.563638448919432	-5.737627826046983	0.3798260375468195	0.0011673494099249686	10	-0.3416353281005056	2009.7310061601645	2009-09-24	7	southeast_asia	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	0.12341700000000001	0.0	8.406277000000001	3.5894630000000007	1.2276989698875558
A/Stockholm/91/2009	0.0007063655030799046	5.7135419891500385	5.855643046109713	-8.297785677016783	956f201	0.0007063655030799046	sweden	-1.000088900581841e-12	0	0.0	2009-07-31	1.3746193480580358	0.905694369044604	4.091776425395773	-7.668784343835705	0.367494789140353	1.8490838543351624e-17	9	-1.29062235060191	2009.583162217659	2009-08-XX	7	europe	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	0.040518	0.0	5.052528999999999	3.253312	0.6350965105246628
A/Sweden/2/2009	0.0024112184772317954	6.941844174959457	5.855644219280758	-6.029486261846019	e62a2e8	0.0024112184772317954	sweden	-1.000088900581841e-12	0	0.0	2009-09-01	1.666359775398487	0.5891000142516949	6.299569460681263	-4.853064329318841	0.4878378900143056	0.0017533289759821113	9	-1.29062235060191	2009.6680355920605	2009-09-01	7	europe	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	0.078059	0.0	8.378010999999999	3.6801790000000008	1.1868318392634927
A/Thailand/316/2009	0.0008168060453925332	7.099280104712363	5.855644151272168	-5.002599874695312	c0ab28c	0.0008168060453925332	thailand	-1.000088900581841e-12	0	0.0	2009-08-10	-1.9892948314185843	-2.7967007245058064	5.563638448919432	-5.7766434745486555	-0.947676027959468	0.0011688026918960151	11	0.6073516944008986	2009.607802874744	2009-08-10	7	southeast_asia	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	0.029505	0.0	8.464943000000002	5.555187	0.607664876775318
A/Victoria/208/2009	0.0	5.7135419891500385	5.855643046109713	-8.297785677016783	956f201	0.0	australia	-1.000088900581841e-12	0	0.0	2009-06-01	1.3746193480580358	0.905694369044604	4.091776425395773	-7.668784343835705	1.28713511783975	1.8490838543351624e-17	9	-1.29062235060191	2009.4188911704312	2009-06-02	7	oceania	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	4.7e-05	0.0	5.052528999999999	3.253312	0.6350965105246628
A/Vietnam/210/2009	0.0013291381039856678	7.099280104712363	5.855644151272168	-6.029486261846019	c0ab28c	0.0013291381039856678	vietnam	-1.000088900581841e-12	0	0.0	2009-06-01	-1.9892948314185843	1.040540112752695	5.563638448919432	-5.754309212046978	-0.21481097354752693	1.8426723452755035e-17	9	-1.29062235060191	2009.4188911704312	2009-06-02	7	southeast_asia	-9.99866855976916e-13	True	2009-10-01	h3n2	ha	4.7e-05	0.0	6.522619999999999	3.740916	0.8020600098804407
A/Westernsepik/20/2009	0.00215630667740098	5.7135419891500385	5.8556431490810565	-8.297785677016783	956f201	0.00215630667740098	papua_new_guinea	-1.000088900581841e-12	0	8.316595923065296e-08	2009-09-06	1.3746193480580358	2.2893289566580592	4.091776425395773	-7.668784343835705	0.4345657915107149	0.0017533802935202974	11	0.6073516944008986	2009.6844626967832	2009-09-07	7	oceania	-9.99866855976916e-13	True	2009-10-01	h3n2	ha	0.09295	0.0	7.052531000000001	4.881506000000001	0.5308147980610669
A/Wisconsin/15/2009	0.0004404953177211816	7.0358860731836375	5.855644219280758	-4.7978304555974685	e62a2e8	0.0004404953177211816	usa	-1.000088900581841e-12	0	0.0	2009-06-07	1.666359775398487	0.09075704837396734	5.563638448919432	-5.737627826046983	-0.3861620769885119	0.0005839217070933179	10	-0.3416353281005056	2009.432580424367	2009-06-07	7	north_america	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	8.9e-05	0.0	8.306863	3.836119000000001	1.1146562863371596
A/Acre/15093/2010	0.005683168038854679	6.9444196452910925	5.8870893507415465	-5.473643432762693	c0ab28c	0.005683168038854679	brazil	-9.99866855976916e-13	0	0.0	2010-03-03	0.7454200717873167	-2.36284920127108	5.563638448919432	-6.102878231477832	-0.09649419253351522	0.007040092463754398	13	1.5563387169023029	2010.1697467488025	2010-03-03	7	south_america	-1.000088900581841e-12	True	2010-04-01	h3n2	ha	0.11104800000000001	0.0	12.422266	9.383749	0.40469203663840514
A/Beijing-Zhaoyang/141/2010	0.002955180851547071	6.944419996787365	5.887089594067258	-5.473643432762693	e62a2e8	0.002955180851547071	china	-9.99866855976916e-13	0	0.0	2010-01-06	-4.080914622589221	-4.236032467129126	7.77143148420492	-3.5445381660185284	-1.4964889497136298	0.0023361007336162123	10	-0.3416353281005056	2010.0164271047229	2010-01-06	7	china	-1.000088900581841e-12	True	2010-04-01	h3n2	ha	0.0034659999999999995	0.0	12.387156000000001	10.460017	0.24395979700888998
A/Cameroon/LEID/02/10/136/2010	0.0016814959947521401	6.165183844385918	5.781901001320268	-6.411278664448721	956f201	0.0016814959947521401	cameroon	-1.000088900581841e-12	0	0.0	2010-01-21	0.19501194732572824	0.6917000366382858	4.827707437157604	-7.06670494194471	-0.6932708731086308	0.0011673859411200358	10	-0.3416353281005056	2010.0574948665296	2010-01-21	7	africa	-1.000088900581841e-12	True	2010-04-01	h3n2	ha	0.012228	0.0	7.742343999999999	6.9212489999999995	0.1617380011102086
A/Connecticut/4/2010	0.0029372451700395642	6.1651837239011975	5.781901001320268	-6.411278664448721	956f201	0.0029372451700395642	usa	-1.000088900581841e-12	0	0.0	2010-03-16	0.19501194732572824	0.4659799873877857	4.827707437157604	-7.018443053209188	0.4839893577550097	0.0023367293567612447	12	1.5563387169023029	2010.2080766598224	2010-03-17	7	north_america	-1.000088900581841e-12	True	2010-04-01	h3n2	ha	0.155619	0.0	8.921415999999999	6.420507000000001	0.4745854864126711
A/DominicanRepublic/3668/2009	0.0015186858316223804	6.1651837239011975	5.781901001320268	-6.411278664448721	956f201	0.0015186858316223804	dominican_republic	-1.000088900581841e-12	0	0.0	2009-11-11	0.19501194732572824	0.7092886119045585	4.827707437157604	-7.019766451094678	-0.13570508784330113	0.002336620271023905	9	-1.29062235060191	2009.8651608487326	2009-11-12	7	north_america	-1.000088900581841e-12	True	2010-04-01	h3n2	ha	4e-06	0.0	6.742343999999998	5.970153	0.17548233209333758
A/DominicanRepublic/3743/2009	0.0035094795271971915	7.008718574968093	5.887090455794271	-4.516338956927148	e62a2e8	0.0035094795271971915	dominican_republic	-1.000088900581841e-12	0	6.959834990466078e-07	2009-12-03	-4.080914622589221	-2.3950949225925795	7.77143148420492	-3.629849786993237	-1.3965448564102274	0.003507914425579591	11	0.6073516944008986	2009.9253935660504	2009-12-04	7	north_america	-1.000088900581841e-12	True	2010-04-01	h3n2	ha	8.9e-05	0.0	11.954905999999998	10.226727	0.22525829292406604
A/Egypt/N13578/2009	0.0010049112644692976	6.1651837239011975	5.781901001320268	-6.411278664448721	956f201	0.0010049112644692976	egypt	-1.000088900581841e-12	0	0.0	2009-12-30	0.19501194732572824	-1.6417176153538968	7.035500472443093	-4.282739080040399	0.6428016770730148	0.0011662954116772055	10	-0.3416353281005056	2009.9993155373031	2009-12-XX	7	africa	-1.000088900581841e-12	True	2010-04-01	h3n2	ha	0.000383	0.0	9.565498999999997	7.9226790000000005	0.271851880780658
A/Ghana/FS-464/2010	0.00479893650951016	6.9444196452910925	5.8870893507415465	-5.473643432762693	c0ab28c	0.00479893650951016	ghana	-9.99866855976916e-13	0	0.0	2010-03-15	0.7454200717873167	-3.808043802316489	7.035500472443093	-4.34091211048509	-0.10897180667634117	0.004093432153006118	9	-1.29062235060191	2010.202600958248	2010-03-15	7	africa	-9.99866855976916e-13	True	2010-04-01	h3n2	ha	0.15023	0.0	9.153187999999997	7.018588999999999	0.383093289085964
A/HongKong/1736/2010	0.0019732206416085557	6.1651837239011975	5.781901001320268	-6.411278664448721	956f201	0.0019732206416085557	hong_kong	-1.000088900581841e-12	0	0.0	2010-03-22	0.19501194732572824	-2.4713120820797614	6.299569460681263	-5.129645804713795	0.30197061365989725	0.0017500578457793766	11	0.6073516944008986	2010.2245037645446	2010-03-23	7	china	-9.99866855976916e-13	True	2010-04-01	h3n2	ha	0.168547	0.0	10.185240000000004	7.2500230000000006	0.4904224986041034
A/HongKong/34430/2009	0.0015823015081274858	6.944419996787365	5.887089594067258	-5.473643432762693	e62a2e8	0.0015823015081274858	hong_kong	-1.000088900581841e-12	0	0.0	2009-11-22	-4.080914622589221	0.5568542929301948	5.563638448919432	-6.117040872844095	-1.3557665724432522	0.0005827889647594883	9	-1.29062235060191	2009.8925393566046	2009-11-22	7	china	-1.000088900581841e-12	True	2010-04-01	h3n2	ha	1.8e-05	0.0	8.583273999999998	6.487745000000001	0.40381093790034445
A/HongKong/H090-689-V2/2009	0.001157999089378546	6.944419819489057	5.887089594067258	-5.473643432762693	e62a2e8	0.001157999089378546	hong_kong	-9.99866855976916e-13	0	0.0	2009-12-07	-4.080914622589221	0.5568542929301948	5.563638448919432	-6.117040872844095	-1.4063275895917982	0.0005832061925684473	9	-1.29062235060191	2009.9336071184118	2009-12-07	7	china	-1.000088900581841e-12	True	2010-04-01	h3n2	ha	0.00013000000000000002	0.0	8.583273999999998	6.487745000000001	0.40381093790034445
A/Kuwait/4554/2009	0.0011655155268797954	6.1651837239011975	5.781901001320268	-6.411278664448721	956f201	0.0011655155268797954	kuwait	-1.000088900581841e-12	0	0.0	2009-12-08	0.19501194732572824	0.13472848653964922	4.827707437157604	-7.018443053209188	0.8627771395921127	0.001167077647466829	10	-0.3416353281005056	2009.9390828199869	2009-12-09	7	west_asia	-1.000088900581841e-12	True	2010-04-01	h3n2	ha	0.000167	0.0	7.520168	5.462128999999999	0.4613015050921337
A/Lao/256/2009	0.002804314124538715	6.9444196452910925	5.8870893507415465	-5.473643432762693	c0ab28c	0.002804314124538715	laos	-1.000088900581841e-12	0	0.0	2009-12-24	0.7454200717873167	-1.234248955018579	5.563638448919432	-6.102878231477832	-1.1959788455546148	0.0023365982254390802	9	-0.3416353281005056	2009.9801505817927	2009-12-24	7	southeast_asia	-1.000088900581841e-12	True	2010-04-01	h3n2	ha	0.00093	0.0	9.583274000000001	7.380391000000001	0.37682136830159235
A/Nigeria/1/2009	0.0020016055854061372	6.158466326606042	2.7867393596914427	-14.7110277328971	41bb3e2	0.0020016055854061372	nigeria	-1.000088900581841e-12	0	0.0	2009-11-18	-1.3158917315739085	-1.415997566103397	3.3558454136339435	-10.40448370059562	-1.9728208692216576	1.979092251680232e-17	10	-0.3416353281005056	2009.884325804244	2009-11-19	7	africa	-1.000088900581841e-12	True	2010-04-01	h3n2	ha	1.2e-05	0.0	9.370711999999997	8.145191	0.20221014055777373
A/Norway/4916/2009	0.0022440111132758095	6.1651837239011975	5.781902823392795	-5.423715426088305	956f201	0.0022440111132758095	norway	-1.000088900581841e-12	0	1.471617338246002e-06	2009-12-10	0.19501194732572824	-0.4662145017246693	5.563638448919432	-6.0674208568287415	0.12483252618334545	0.0017511215426515233	10	-0.3416353281005056	2009.9418206707733	2009-12-10	7	europe	-1.000088900581841e-12	True	2010-04-01	h3n2	ha	0.000188	0.0	8.148536000000004	6.376507	0.3537745385503338
A/Perth/673/2009	0.0008133349142355402	6.944419819489057	5.887089594067258	-5.473643432762693	e62a2e8	0.0008133349142355402	australia	-1.000088900581841e-12	0	0.0	2009-11-04	-4.080914622589221	-0.6538259712315783	7.035500472443093	-4.352079739119919	-1.28934810351998	0.0017505966591932634	12	1.5563387169023029	2009.843258042437	2009-11-04	7	oceania	-1.000088900581841e-12	True	2010-04-01	h3n2	ha	1e-06	0.0	12.286769	10.803363000000003	0.18562510446779595
A/RhodeIsland/1/2010	0.0013139461720672455	6.1651837239011975	5.781901001320268	-6.411278664448721	956f201	0.0013139461720672455	usa	-1.000088900581841e-12	0	0.0	2010-01-26	0.19501194732572824	-0.542431661211851	6.299569460681263	-5.129645804713795	0.28937633459829	0.0017519282294229956	9	-1.29062235060191	2010.0711841204654	2010-01-26	7	north_america	-1.000088900581841e-12	True	2010-04-01	h3n2	ha	0.017637	0.0	8.185240000000002	5.924211000000001	0.4664016933104653
A/Singapore/C2010036V/2010	0.0015805052599403152	6.1651837239011975	5.781901001320268	-6.411278664448721	956f201	0.0015805052599403152	singapore	-1.000088900581841e-12	0	0.0	2010-01-13	0.19501194732572824	0.6799743197941039	5.563638448919432	-6.0343517468260535	0.3607957802264742	0.0011670446813380204	9	-1.29062235060191	2010.0355920602328	2010-01-13	7	southeast_asia	-1.000088900581841e-12	True	2010-04-01	h3n2	ha	0.0064329999999999995	0.0	7.520168	5.657615	0.4105708871084446
A/Singapore/H2010211/2010	0.001917990960619752	6.1651837239011975	5.781901001320268	-6.411278664448721	956f201	0.001917990960619752	singapore	-1.000088900581841e-12	0	0.0	2010-03-18	0.19501194732572824	0.5891000142516949	4.827707437157604	-7.018443053209188	0.7047455992812021	0.0011670771980014365	10	-0.3416353281005056	2010.2108145106088	2010-03-18	7	southeast_asia	-1.000088900581841e-12	True	2010-04-01	h3n2	ha	0.158129	0.0	7.4542839999999995	5.042984999999999	0.5637918510960453
A/Stockholm/112/2009	0.0010428238523840228	6.165183844385918	5.781901001320268	-6.411278664448721	956f201	0.0010428238523840228	sweden	-1.000088900581841e-12	0	0.0	2009-11-28	0.19501194732572824	0.5568542929301948	4.091776425395773	-8.069242773988332	-0.2423308806439368	0.0005835508974226152	9	-1.29062235060191	2009.9089664613282	2009-11-28	7	europe	-9.99866855976916e-13	True	2010-04-01	h3n2	ha	4e-05	0.0	5.742344000000001	4.970160999999998	0.20834717278498086
A/SuratThani/116/2010	0.0027118993981749343	6.9444196452910925	5.8870893507415465	-4.519109741098145	c0ab28c	0.0027118993981749343	thailand	-1.000088900581841e-12	0	0.0	2010-02-09	0.7454200717873167	-2.5915006797326248	7.77143148420492	-3.5553393988376825	-1.2413603138077791	0.002922245441238505	10	-0.3416353281005056	2010.1095140314853	2010-02-09	7	southeast_asia	-1.000088900581841e-12	True	2010-04-01	h3n2	ha	0.042602	0.0	11.876526	9.756557999999998	0.2836687187833684
A/Tanzania/977/2010	0.001588353725848604	6.1651837239011975	5.781901001320268	-6.411278664448721	956f201	0.001588353725848604	tanzania	-1.000088900581841e-12	0	0.0	2010-02-17	0.19501194732572824	-1.999351979101443	4.827707437157604	-7.018443053209188	0.9247000582580824	0.0017511215695369742	11	0.6073516944008986	2010.1341546885694	2010-02-18	7	africa	-1.000088900581841e-12	True	2010-04-01	h3n2	ha	0.06715700000000001	0.0	8.519950000000001	6.401853000000001	0.4123554139525817
A/Thailand/CU-B1697/2009	0.004698902293249478	6.944419675131848	5.887089594067258	-5.473643432762693	e62a2e8	0.004698902293249478	thailand	-1.000088900581841e-12	0	0.0	2009-11-10	-4.080914622589221	0.04092275178619461	4.827707437157604	-5.2007552835778865	-1.3122188195830031	0.004680850924291015	8	-0.3416353281005056	2009.85968514716	2009-11-10	7	southeast_asia	-1.000088900581841e-12	True	2010-04-01	h3n2	ha	3e-06	0.0	10.583274000000001	8.487733	0.31833482397476975
